"coupling","opi_m","opi_sd","proj_m","ceil_m","bias_m","bias_sd","r2_m","p_med","frac_sig"
0,-0.0127771163440904,0.0217624093979776,0.487690604326582,0.6327130620322,0.00288414025397635,0.0191747432611961,0.795559920913982,0.651741293532338,0
0.2,0.0998657402446214,0.0151605289958111,0.600006663271052,0.638199491968242,-0.000957355163729116,0.00289419550694768,0.795422552454416,0.00497512437810945,1
0.4,0.201598919623977,0.0131586673572285,0.702159752160631,0.71789882094359,-0.000786920634007917,0.00219739303864178,0.795437652955025,0.00497512437810945,1
0.6,0.302874506895742,0.0155401091404745,0.8029679257688,0.809042070282403,-0.000319781637112835,0.00239552564581707,0.79547746332333,0.00497512437810945,1
0.8,0.403783830515971,0.0101754784488354,0.904182653411262,0.90558336210815,0.0001716451660118,0.00246034748121712,0.79540841158819,0.00497512437810945,1
1,0.499378475250105,0.00140210751295409,1,1,-0.000108039789710995,0.000935818074631695,0.793541754940365,0.00497512437810945,1
