"seed","scenario","montage","coupling","sacc_deg","shuffle","opi","auc_proj","auc_ceiling","null_mean","p_value","opi_truth","bias","gaze_r2","r2_gx","r2_blink"
9,"ocular_corr","full",0.85,8,FALSE,0.415103179464363,0.915869555664755,0.916315859835675,0.500766376200392,0.00497512437810945,0.418068845618813,-0.00296566615445021,0.797743635680625,0.999041768531011,0.507666156506535
10,"ocular_corr","full",0.85,8,FALSE,0.432328048617793,0.932352787478398,0.932773438497723,0.500024738860605,0.00497512437810945,0.434884669579909,-0.00255662096211656,0.798703057859109,0.999440739537386,0.487132855507272
11,"ocular_corr","full",0.85,8,FALSE,0.43554834776045,0.937571544570449,0.938363453879512,0.502023196809998,0.00497512437810945,0.436505201973286,-0.000956854212835645,0.80323612622926,0.999447048701958,0.51665606755346
12,"ocular_corr","full",0.85,8,FALSE,0.430816076615321,0.928400453160782,0.929191469107114,0.49758437654546,0.00497512437810945,0.42814445746919,0.00267161914613123,0.782646521888446,0.999148295700758,0.482013136507148
1,"ocular_corr","erpcore",0.85,8,FALSE,0.41089743144752,0.910001305423743,0.911349102446558,0.499103873976223,0.00497512437810945,0.411390162419776,-0.000492730972256217,0.729654242767621,0.997745099958764,0.296260712105975
2,"ocular_corr","erpcore",0.85,8,FALSE,0.421844431474279,0.923806636043838,0.924832479988418,0.501962204569559,0.00497512437810945,0.422013128381343,-0.000168696907064003,0.72101936879737,0.998114424592395,0.279904655715299
3,"ocular_corr","erpcore",0.85,8,FALSE,0.433830671576903,0.935490989639546,0.935942717824415,0.501660318062642,0.00497512437810945,0.432930661215307,0.000900010361596593,0.723953483179098,0.998004539613165,0.291778078629287
4,"ocular_corr","erpcore",0.85,8,FALSE,0.436156537231777,0.936091710490941,0.936813934038706,0.499935173259164,0.00497512437810945,0.435537670423643,0.000618866808134166,0.725626502534214,0.997919804893774,0.295622194934281
5,"ocular_corr","erpcore",0.85,8,FALSE,0.430705817513371,0.931185650006459,0.932072110207618,0.500479832493089,0.00497512437810945,0.426261117549502,0.00444469996386887,0.720372997288346,0.998109939424668,0.260020122173042
6,"ocular_corr","erpcore",0.85,8,FALSE,0.438098654286645,0.941164063321559,0.941933122342547,0.503065409034914,0.00497512437810945,0.436268192308334,0.00183046197831072,0.72839944765149,0.997901096074721,0.31373655265995
7,"ocular_corr","erpcore",0.85,8,FALSE,0.430485894391467,0.930802102357463,0.931638558769992,0.500316207965996,0.00497512437810945,0.432566230343792,-0.0020803359523246,0.717566109727628,0.997908873790116,0.268338171348395
8,"ocular_corr","erpcore",0.85,8,FALSE,0.42588238345225,0.924654351351592,0.925285389520858,0.498771967899342,0.00497512437810945,0.427065622284442,-0.00118323883219257,0.725627679980569,0.997641875106154,0.301123367968368
9,"ocular_corr","erpcore",0.85,8,FALSE,0.415222727783331,0.91556820306259,0.91592021961985,0.500345475279259,0.00497512437810945,0.418068845618813,-0.002846117835482,0.726712171563275,0.997892450245653,0.301600500272074
10,"ocular_corr","erpcore",0.85,8,FALSE,0.433146318910252,0.932635447218543,0.933429782916713,0.499489128308291,0.00497512437810945,0.434884669579909,-0.0017383506696575,0.72596239451771,0.99820479856711,0.287778943744476
11,"ocular_corr","erpcore",0.85,8,FALSE,0.43573422138942,0.937758095490544,0.93831628362958,0.502023874101124,0.00497512437810945,0.436505201973286,-0.000770980583866598,0.730261356936796,0.9982493602176,0.31945415720837
12,"ocular_corr","erpcore",0.85,8,FALSE,0.430776156079173,0.929121737021151,0.929704773198852,0.498345580941978,0.00497512437810945,0.42814445746919,0.00263169860998325,0.71516809754586,0.997986486241829,0.286204026429622
1,"ocular_corr","full",0.85,12,FALSE,0.411078700596087,0.909973776278003,0.910694433317813,0.498895075681916,0.00497512437810945,0.411223738816757,-0.000145038220670024,0.760004984982848,0.999363381526026,0.400265723554048
2,"ocular_corr","full",0.85,12,FALSE,0.42212975378099,0.923826488745647,0.924410808628731,0.501696734964657,0.00497512437810945,0.422382740353068,-0.000252986572077729,0.751703825418791,0.999550199351735,0.386127732660396
3,"ocular_corr","full",0.85,12,FALSE,0.434341809039886,0.935863561872338,0.936027248503946,0.501521752832452,0.00497512437810945,0.432492339026818,0.0018494700130679,0.75498967214253,0.999490347575186,0.396151786239046
4,"ocular_corr","full",0.85,12,FALSE,0.436325337316495,0.936163075407614,0.936466546045391,0.499837738091119,0.00497512437810945,0.435759774402798,0.000565562913696971,0.75679091019275,0.999461513667227,0.402262938488425
5,"ocular_corr","full",0.85,12,FALSE,0.430911506567431,0.93153800614818,0.931912483435921,0.500626499580749,0.00497512437810945,0.426239850783866,0.00467165578356488,0.750063009262253,0.999550090014909,0.363438736339826
6,"ocular_corr","full",0.85,12,FALSE,0.437744260157245,0.940419393094737,0.94081353490268,0.502675132937492,0.00497512437810945,0.436159197298424,0.00158506285882143,0.758493009799851,0.999433147309488,0.420717421616063
7,"ocular_corr","full",0.85,12,FALSE,0.430872170183237,0.930848412025963,0.931289688861559,0.499976241842725,0.00497512437810945,0.432525080675856,-0.00165291049261895,0.748537012672213,0.999433693213777,0.37805186030516
8,"ocular_corr","full",0.85,12,FALSE,0.426177807036558,0.92512420762443,0.925613426735398,0.498946400587872,0.00497512437810945,0.427434949656091,-0.00125714261953302,0.756034376944067,0.999275131193886,0.406338369562057
9,"ocular_corr","full",0.85,12,FALSE,0.41544956301456,0.915986096310333,0.916362372458672,0.500536533295773,0.00497512437810945,0.41857382944296,-0.00312426642839914,0.757951492280378,0.999433119228999,0.410293354740132
10,"ocular_corr","full",0.85,12,FALSE,0.432348556228813,0.932166895332886,0.932540291670716,0.499818339104073,0.00497512437810945,0.43487947979068,-0.0025309235618674,0.756506368430282,0.99961777943285,0.393220769567289
11,"ocular_corr","full",0.85,12,FALSE,0.435611332728308,0.937640657614517,0.93792024742346,0.502029324886209,0.00497512437810945,0.436648230128836,-0.00103689740052837,0.760671261833196,0.99961877390595,0.42322329811351
12,"ocular_corr","full",0.85,12,FALSE,0.430487269565593,0.928447127379038,0.928773178530239,0.497959857813444,0.00497512437810945,0.428020615346217,0.00246665421937614,0.743987973381401,0.999484822835304,0.38674055737269
1,"ocular_corr","erpcore",0.85,12,FALSE,0.410962281745946,0.909883955264403,0.910441018191583,0.498921673518458,0.00497512437810945,0.411223738816757,-0.00026145707081171,0.685185782123649,0.998412810019709,0.230929576551607
2,"ocular_corr","erpcore",0.85,12,FALSE,0.421993682236618,0.923922550620778,0.924202567950073,0.501928868384159,0.00497512437810945,0.422382740353068,-0.000389058116449403,0.67553847999697,0.998574541609024,0.213651284927743
3,"ocular_corr","erpcore",0.85,12,FALSE,0.433675047710348,0.935627286002506,0.935813785508084,0.501952238292159,0.00497512437810945,0.432492339026818,0.00118270868352954,0.678736372105995,0.998530037194796,0.226339759433107
4,"ocular_corr","erpcore",0.85,12,FALSE,0.43576095586247,0.936069258484347,0.93637203360642,0.500308302621876,0.00497512437810945,0.435759774402798,1.18145967220595e-06,0.680103432911836,0.998493701882337,0.227980820967903
5,"ocular_corr","erpcore",0.85,12,FALSE,0.430649664702147,0.931466718864323,0.931862566479,0.500817054162176,0.00497512437810945,0.426239850783866,0.00440981391828121,0.674973744772177,0.998577956968991,0.198267742166267
6,"ocular_corr","erpcore",0.85,12,FALSE,0.437483669731213,0.940695343113827,0.941045790331635,0.503211673382615,0.00497512437810945,0.436159197298424,0.00132447243278888,0.684032081610245,0.998479748992292,0.242806543364086
7,"ocular_corr","erpcore",0.85,12,FALSE,0.430748918059511,0.931102803362593,0.931636764744835,0.500353885303082,0.00497512437810945,0.432525080675856,-0.0017761626163455,0.672920147315162,0.998487024310703,0.204901292423442
8,"ocular_corr","erpcore",0.85,12,FALSE,0.426153351392472,0.925005986549699,0.925355236494104,0.498852635157227,0.00497512437810945,0.427434949656091,-0.0012815982636194,0.680521117942809,0.998356874126116,0.232966560603267
9,"ocular_corr","erpcore",0.85,12,FALSE,0.41587277139882,0.915989355636241,0.916363307164287,0.50011658423742,0.00497512437810945,0.41857382944296,-0.00270105804413912,0.683117844051809,0.998480916810034,0.233937031282053
10,"ocular_corr","erpcore",0.85,12,FALSE,0.433147692430478,0.932494649897291,0.932731353010717,0.499346957466814,0.00497512437810945,0.43487947979068,-0.00173178736020269,0.679351392484094,0.998623085056856,0.222177567299674
11,"ocular_corr","erpcore",0.85,12,FALSE,0.435862537772458,0.937896592729261,0.938081530654693,0.502034054956803,0.00497512437810945,0.436648230128836,-0.000785692356378709,0.681754918932722,0.998640136612933,0.246558829837358
12,"ocular_corr","erpcore",0.85,12,FALSE,0.430122715877466,0.928843456732212,0.929261852116188,0.498720740854746,0.00497512437810945,0.428020615346217,0.00210210053124843,0.671161794601125,0.998523065858113,0.218823154955984
